track_name,track_artist,track_popularity,track_album_name,track_album_release_date,playlist_name,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,mode_string
Sad,Aivarask,56,Sad,2019,Dance Pop Tunes,pop,dance pop,0.818,0.76,B,-7.326,0.186,0.197,9.39e-05,0.0749,0.365,125.055,175200,Minor
Safety (feat. DJ Snake),GASHI,63,Safety (feat. DJ Snake),2019,Dance Pop Tunes,pop,dance pop,0.755,0.828,C#/Db,-4.443,0.0356,0.0271,0.0291,0.0799,0.729,109.011,177781,Major
Summer Lover (feat. Devin & Nile Rodgers),Oliver Heldens,61,Summer Lover (feat. Devin & Nile Rodgers),2019,Dance Pop Tunes,pop,dance pop,0.689,0.859,A#/Bb,-4.708,0.0281,0.108,0.291,0.14,0.672,119.991,194481,Minor
We Got Love,Sigala,76,We Got Love,2019,Dance Pop Tunes,pop,dance pop,0.722,0.812,A,-3.352,0.0924,0.0205,2.51e-05,0.131,0.657,124.909,213041,Minor
Mr Todd Terry,Riton,50,Mr Todd Terry,2019,Dance Pop Tunes,pop,dance pop,0.81,0.847,A#/Bb,-4.759,0.0557,0.0181,0.738,0.0609,0.63,120.004,167306,Major
As Far as Feelings Go,Alle Farben,66,As Far as Feelings Go,2019,Dance Pop Tunes,pop,dance pop,0.679,0.799,C,-4.399,0.0788,0.106,0.0,0.191,0.596,105.948,210827,Minor
Summer Fade (feat. Anna of the North),Snakehips,64,Summer Fade (feat. Anna of the North),2019,Dance Pop Tunes,pop,dance pop,0.618,0.657,A#/Bb,-5.176,0.0594,0.00378,0.0179,0.223,0.457,179.913,204711,Major
Loving Myself (feat. Raphaella),Henri PFR,59,Loving Myself (feat. Raphaella),2019,Dance Pop Tunes,pop,dance pop,0.688,0.693,G,-5.287,0.0476,0.0865,0.0,0.272,0.473,114.051,174051,Minor
Haloes,Ina Wroldsen,64,Haloes,2019,Dance Pop Tunes,pop,dance pop,0.704,0.719,D#/Eb,-4.05,0.0343,0.42,0.0,0.18,0.33,103.018,171344,Major
Gotta Let Go,Hypanda,56,Gotta Let Go,2019,Dance Pop Tunes,pop,dance pop,0.667,0.921,A,-4.142,0.073,0.00566,0.00696,0.151,0.659,103.005,190093,Minor
Narcotic,Younotus,77,Narcotic,2019,Dance Pop Tunes,pop,dance pop,0.749,0.668,A#/Bb,-5.964,0.0608,0.0373,0.000272,0.045,0.366,108.0,192387,Minor
Do You Mean (feat. Ty Dolla $ign & bülow),The Chainsmokers,17,World War Joy...Do You Mean,2019,Dance Pop Tunes,pop,dance pop,0.6,0.666,B,-9.827,0.0394,0.102,0.0,0.118,0.566,99.989,193176,Major
"My One (feat. Tory Lanez, Kranium & Dappy) (Todd Edwards Remix)",Wiley,38,My One (Todd Edwards Remix),2019,Dance Pop Tunes,pop,dance pop,0.796,0.772,E,-5.245,0.144,0.0469,7.56e-05,0.153,0.962,124.039,191283,Minor
Be Someone,CamelPhat,66,Be Someone,2019,Dance Pop Tunes,pop,dance pop,0.672,0.788,A#/Bb,-8.393,0.0398,0.123,0.367,0.0829,0.357,121.99,204568,Minor
Do You Miss Me Much - Wookie Remix,Craig David,30,Do You Miss Me Much (Wookie Remix),2019,Dance Pop Tunes,pop,dance pop,0.786,0.899,B,-6.07,0.0751,0.000147,0.0987,0.11,0.951,130.997,262507,Minor
Ghost,Au/Ra,72,Ghost,2019,Dance Pop Tunes,pop,dance pop,0.667,0.503,C,-8.217,0.0526,0.552,0.0,0.169,0.584,144.015,177630,Minor
Stand By (feat. Rudimental) [#CWC19],LORYN,58,Stand By (feat. Rudimental) [#CWC19],2019,Dance Pop Tunes,pop,dance pop,0.661,0.78,C#/Db,-4.738,0.0832,0.0616,0.0,0.23,0.623,116.025,189274,Major
Acid Dreams,MAX,65,Acid Dreams,2019,Dance Pop Tunes,pop,dance pop,0.817,0.509,C,-4.17,0.0839,0.146,2.53e-05,0.111,0.77,99.988,183930,Major
Kills You Slowly,The Chainsmokers,12,World War Joy...Kills You Slowly,2019,Dance Pop Tunes,pop,dance pop,0.696,0.429,C#/Db,-8.736,0.0554,0.0518,0.0,0.128,0.242,149.967,213333,Minor
Don't Worry Bout Me - Alle Farben Remix,Zara Larsson,48,Don't Worry Bout Me (Remixes),2019,Dance Pop Tunes,pop,dance pop,0.629,0.727,F,-7.117,0.264,0.0447,5.29e-06,0.178,0.355,124.938,171914,Major
Spicy - with Diplo & Charli XCX,Herve Pagez,59,Spicy (with Diplo & Charli XCX),2019,Dance Pop Tunes,pop,dance pop,0.822,0.825,G#/Ab,-4.458,0.052,0.055,0.00661,0.105,0.507,109.993,157867,Minor
Summer Lover (feat. Devin & Nile Rodgers) - Moguai Remix,Oliver Heldens,38,Summer Lover (Moguai Remix) (feat. Devin & Nile Rodgers),2019,Dance Pop Tunes,pop,dance pop,0.809,0.93,C#/Db,-1.915,0.137,0.271,0.000239,0.0512,0.639,125.948,189875,Major
Mistaken (feat. Alex Aris),Martin Garrix,68,Mistaken (feat. Alex Aris),2019,Dance Pop Tunes,pop,dance pop,0.424,0.694,F#/Gb,-4.912,0.0386,0.0573,0.000937,0.133,0.0801,128.034,282481,Minor
Instagram - Dimitri Vegas & Like Mike VS Trobi Remix,Dimitri Vegas & Like Mike,41,Instagram (The Remixes),2019,Dance Pop Tunes,pop,dance pop,0.759,0.925,C#/Db,-5.383,0.0888,0.00155,0.00101,0.295,0.653,123.986,144762,Minor
Do It Again,Steve Aoki,5,Do It Again,2019,Dance Pop Tunes,pop,dance pop,0.701,0.95,A,-3.026,0.0675,0.119,0.00355,0.221,0.477,124.002,176129,Major
Can We Pretend (feat. Cash Cash),P!nk,75,Can We Pretend (feat. Cash Cash),2019,Dance Pop Tunes,pop,dance pop,0.524,0.806,C#/Db,-3.447,0.406,0.197,0.0,0.101,0.45,115.172,224360,Minor
On My Way,Alan Walker,83,On My Way,2019,Dance Pop Tunes,pop,dance pop,0.509,0.689,C#/Db,-4.929,0.102,0.0209,0.0,0.301,0.297,170.087,193798,Minor
Body 2 Body,MK,61,Body 2 Body,2019,Dance Pop Tunes,pop,dance pop,0.68,0.771,C,-5.406,0.0421,0.0161,0.0,0.388,0.67,122.023,145574,Major
Late Night Feelings - Jax Jones Midnight Snack Remix,Mark Ronson,58,Late Night Feelings (Jax Jones Midnight Snack Remix),2019,Dance Pop Tunes,pop,dance pop,0.697,0.928,F,-4.052,0.113,0.0158,0.00723,0.503,0.654,124.023,228387,Minor
Shy Guy,Campsite Dream,48,Shy Guy,2019,Dance Pop Tunes,pop,dance pop,0.605,0.565,G#/Ab,-6.029,0.0499,0.798,0.0,0.0946,0.639,96.181,186953,Minor
Late Night Feelings (feat. Lykke Li),Mark Ronson,69,Late Night Feelings (feat. Lykke Li),2019,Dance Pop Tunes,pop,dance pop,0.688,0.729,E,-6.56,0.0573,0.437,0.00369,0.0928,0.469,110.055,251029,Minor
No New Friends - Dombresky Remix,Sia,55,No New Friends (Remixes),2019,Dance Pop Tunes,pop,dance pop,0.852,0.833,A,-4.535,0.0657,0.0264,0.812,0.0953,0.553,125.009,246720,Major
"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,79,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",2019,Dance Pop Tunes,pop,dance pop,0.541,0.468,A#/Bb,-4.039,0.362,0.404,3.65e-06,0.358,0.69,95.266,158027,Minor
"Heaven Can Wait (feat. Sia, Diplo, and Labrinth)",Sia,62,"LABRINTH, SIA & DIPLO PRESENT... LSD",2019,Dance Pop Tunes,pop,dance pop,0.585,0.525,G,-5.915,0.0817,0.034,2.6e-05,0.139,0.533,167.811,195747,Minor
All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,74,All My Friends (feat. Tinashe & Chance the Rapper),2015,Dance Pop Tunes,pop,dance pop,0.689,0.521,C,-5.845,0.132,0.119,8.41e-05,0.108,0.178,95.055,229747,Major
Dancing With A Stranger (with Normani),Sam Smith,87,Dancing With A Stranger (with Normani),2019,Dance Pop Tunes,pop,dance pop,0.741,0.52,G#/Ab,-7.513,0.0656,0.45,1.97e-06,0.222,0.347,102.998,171030,Major
Play,K-391,78,Play,2019,Dance Pop Tunes,pop,dance pop,0.52,0.798,F#/Gb,-5.498,0.0391,0.101,0.0,0.0932,0.168,101.944,167977,Minor
Say You'll Be There,Campsite Dream,40,Say You'll Be There,2019,Dance Pop Tunes,pop,dance pop,0.683,0.598,D,-7.835,0.0323,0.21,0.000147,0.124,0.468,109.999,169500,Major
Diamond Heart,Alan Walker,69,Different World,2018,Dance Pop Tunes,pop,dance pop,0.478,0.633,C,-6.19,0.0345,0.123,0.0,0.41,0.287,89.909,240333,Major
Paris,The Chainsmokers,75,Paris,2017,Dance Pop Tunes,pop,dance pop,0.646,0.644,D,-6.763,0.031,0.0243,0.0,0.0888,0.251,99.999,221520,Major
Stole the Show,Kygo,75,Cloud Nine,2016,Dance Pop Tunes,pop,dance pop,0.64,0.635,G#/Ab,-7.565,0.226,0.271,0.0,0.319,0.475,100.034,223187,Minor
Lose Yourself to Dance,Daft Punk,71,Random Access Memories,2013,Dance Pop Tunes,pop,dance pop,0.832,0.659,A#/Bb,-7.828,0.057,0.0839,0.00114,0.0753,0.674,100.163,353893,Minor
Say My Name,David Guetta,78,7,2018,Dance Pop Tunes,pop,dance pop,0.703,0.66,A#/Bb,-5.119,0.123,0.137,0.0,0.192,0.79,95.031,198947,Minor
Hold My Girl - Martin Jensen Remix,George Ezra,54,Hold My Girl (Remixes),2018,Dance Pop Tunes,pop,dance pop,0.638,0.667,A#/Bb,-5.63,0.0528,0.327,1.27e-05,0.27,0.338,123.955,185345,Major
Final Song,MØ,71,Final Song,2016,Dance Pop Tunes,pop,dance pop,0.695,0.672,C#/Db,-6.109,0.0345,0.014,8.44e-05,0.0756,0.245,104.988,235827,Minor
Slow Down (with Calvin Harris),Normani,55,Normani x Calvin Harris,2018,Dance Pop Tunes,pop,dance pop,0.853,0.693,C,-4.337,0.0524,0.0855,7.16e-05,0.11,0.547,124.049,205986,Major
Cheerleader - Felix Jaehn Remix Radio Edit,OMI,76,Me 4 U,2015,Dance Pop Tunes,pop,dance pop,0.782,0.685,E,-6.237,0.0309,0.166,1.18e-05,0.16,0.603,118.016,180566,Major
Changes,Faul & Wad Ad,39,Changes,2013,Dance Pop Tunes,pop,dance pop,0.822,0.704,D#/Eb,-8.242,0.0374,0.00864,0.627,0.0633,0.255,125.999,345173,Minor
No Diggity,Campsite Dream,55,No Diggity,2016,Dance Pop Tunes,pop,dance pop,0.711,0.714,G,-4.714,0.0374,0.183,0.0287,0.122,0.389,104.912,188849,Minor
Never Forget You,Zara Larsson,76,So Good,2017,Dance Pop Tunes,pop,dance pop,0.583,0.732,B,-5.728,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,213428,Minor
One Kiss (with Dua Lipa) - Oliver Heldens Remix,Calvin Harris,66,One Kiss (with Dua Lipa) [Remixes],2018,Dance Pop Tunes,pop,dance pop,0.717,0.752,C,-6.933,0.065,0.251,0.000468,0.0802,0.14,123.97,281267,Major
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,76,Funk Wav Bounces Vol.1,2017,Dance Pop Tunes,pop,dance pop,0.893,0.745,B,-3.105,0.0571,0.0642,0.0,0.0943,0.872,101.018,223413,Minor
Praise You - Purple Disco Machine Remix,Fatboy Slim,62,Praise You (Purple Disco Machine Remix),2018,Dance Pop Tunes,pop,dance pop,0.813,0.781,C#/Db,-5.764,0.0341,0.048,0.284,0.0577,0.811,120.99,230163,Major
Back & Forth,MK,72,Back & Forth,2018,Dance Pop Tunes,pop,dance pop,0.684,0.816,A#/Bb,-5.211,0.0322,0.0181,0.0,0.0222,0.702,121.993,196215,Minor
Slide (feat. Frank Ocean & Migos),Calvin Harris,74,Slide (feat. Frank Ocean & Migos),2017,Dance Pop Tunes,pop,dance pop,0.736,0.795,C#/Db,-3.299,0.0545,0.498,1.21e-06,0.254,0.511,104.066,230813,Minor
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Daft Punk,76,Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit],2013,Dance Pop Tunes,pop,dance pop,0.794,0.811,F#/Gb,-8.966,0.038,0.0426,1.07e-06,0.101,0.862,116.047,248413,Minor
Giving Up (feat. Jaden Michaels),QUIX,38,Illusions EP,2018,Dance Pop Tunes,pop,dance pop,0.484,0.806,A#/Bb,-6.095,0.127,0.0447,4.48e-05,0.333,0.417,145.127,249987,Minor
17,MK,69,17,2017,Dance Pop Tunes,pop,dance pop,0.703,0.832,C,-7.202,0.0689,0.00149,0.127,0.0696,0.667,122.029,196489,Minor
Who Do You Love,The Chainsmokers,23,Who Do You Love,2019,Dance Pop Tunes,pop,dance pop,0.51,0.835,D#/Eb,-4.673,0.0447,0.00791,0.0,0.219,0.435,140.024,226747,Major
Fire In My Soul,Oliver Heldens,70,Fire In My Soul,2018,Dance Pop Tunes,pop,dance pop,0.592,0.977,F#/Gb,-3.389,0.312,0.206,0.000103,0.0703,0.496,126.178,175254,Major
We Don't Talk,Wiktoria,42,We Don't Talk,2020,Pop / Dance,pop,dance pop,0.807,0.625,F#/Gb,-6.817,0.0428,0.0327,1.93e-05,0.0745,0.494,104.011,178768,Major
Love You Better,John De Sohn,67,Love You Better,2019,Pop / Dance,pop,dance pop,0.733,0.786,B,-7.494,0.0422,0.0931,0.0013,0.1,0.786,102.999,170893,Major
Top of the World - Erlandsson Remix,Vide,46,Top of the World (The Remixes),2020,Pop / Dance,pop,dance pop,0.379,0.565,C#/Db,-8.06,0.0415,0.586,0.0,0.103,0.385,86.008,172500,Major
The Rest Will Follow,Ludvigsson,51,The Rest Will Follow,2019,Pop / Dance,pop,dance pop,0.753,0.831,A,-5.199,0.0344,0.15,8.67e-05,0.115,0.398,119.958,162000,Minor
So It Goes,Caj Morgan,41,So It Goes,2019,Pop / Dance,pop,dance pop,0.63,0.739,D,-4.266,0.0335,0.146,3.22e-05,0.116,0.761,128.028,165938,Major
Unbelievable,Andrew Roman,47,Unbelievable,2019,Pop / Dance,pop,dance pop,0.741,0.565,F,-6.621,0.0426,0.497,0.0,0.067,0.566,105.116,233143,Minor
Photograph,Ljung,45,Photograph,2019,Pop / Dance,pop,dance pop,0.735,0.567,E,-8.211,0.0382,0.285,6.31e-05,0.145,0.494,107.983,212440,Major
Faded,John De Sohn,54,Made For You,2019,Pop / Dance,pop,dance pop,0.561,0.859,E,-7.556,0.0515,0.0145,0.000933,0.065,0.554,150.03,158453,Major
Only You,Hogland,54,Only You,2019,Pop / Dance,pop,dance pop,0.565,0.732,G#/Ab,-4.354,0.0716,0.193,0.0,0.0948,0.265,114.901,182609,Major
I Don't Know,Ericé,47,I Don't Know,2019,Pop / Dance,pop,dance pop,0.699,0.872,F#/Gb,-4.218,0.0568,0.036,0.0024,0.327,0.449,105.054,195429,Major
Too Close,Ria Mae,66,Too Close,2019,Pop / Dance,pop,dance pop,0.483,0.667,G#/Ab,-6.243,0.0912,0.0715,0.0,0.0676,0.64,96.028,147741,Major
Hole in the Roof,AronChupa,61,Hole in the Roof,2019,Pop / Dance,pop,dance pop,0.767,0.477,G,-8.318,0.0475,0.0383,7.15e-05,0.156,0.556,123.015,170000,Minor
Nobody Else,Wahlstedt,53,Nobody Else,2019,Pop / Dance,pop,dance pop,0.834,0.661,C,-6.677,0.0621,0.0777,3.38e-05,0.238,0.458,122.978,179756,Major
Dance Monkey,Skylike,63,Dance Monkey,2019,Pop / Dance,pop,dance pop,0.781,0.855,G#/Ab,-4.853,0.232,0.327,0.000248,0.247,0.311,118.112,192203,Minor
Free,JRL,44,Free,2019,Pop / Dance,pop,dance pop,0.629,0.784,F#/Gb,-5.796,0.0839,0.0255,0.0,0.172,0.778,103.017,164613,Major
My Own Dance,Kesha,62,My Own Dance,2019,Pop / Dance,pop,dance pop,0.84,0.724,D,-5.353,0.109,0.0878,0.0,0.0301,0.431,101.994,161178,Major
Bigger Than,Justin Jesso,70,Bigger Than,2019,Pop / Dance,pop,dance pop,0.421,0.669,E,-4.724,0.127,0.151,0.0,0.635,0.326,175.788,208013,Major
I Got Eyes,John De Sohn,49,I Got Eyes,2019,Pop / Dance,pop,dance pop,0.732,0.819,G,-5.451,0.042,0.0671,0.0,0.13,0.793,105.046,159693,Major
Bleed,Haze & Mellow,44,Bleed,2019,Pop / Dance,pop,dance pop,0.646,0.848,B,-4.296,0.0821,0.0374,1.48e-06,0.13,0.265,104.919,172933,Minor
Hold on Tight,Sterkøl,50,Hold on Tight,2019,Pop / Dance,pop,dance pop,0.61,0.753,C,-5.688,0.119,0.0646,0.0,0.133,0.606,128.074,168751,Major
Once and for All,Moe Aly,44,Once and for All,2019,Pop / Dance,pop,dance pop,0.677,0.564,A#/Bb,-10.319,0.0507,0.486,3.85e-05,0.103,0.498,96.008,195000,Major
Fantasy,Laureano,34,Fantasy,2019,Pop / Dance,pop,dance pop,0.773,0.709,B,-6.51,0.0801,0.0314,9.43e-05,0.084,0.594,119.969,203000,Minor
We Are the Young,Addal,57,We Are the Young,2019,Pop / Dance,pop,dance pop,0.655,0.825,F#/Gb,-4.891,0.0383,0.0779,0.0,0.137,0.579,110.065,176864,Major
No Fear No More,Madeon,60,Good Faith,2019,Pop / Dance,pop,dance pop,0.633,0.779,F#/Gb,-3.904,0.0853,0.00236,0.0295,0.371,0.679,96.009,195107,Major
Baianá,Bakermat,76,Baianá,2019,Pop / Dance,pop,dance pop,0.497,0.755,D,-6.948,0.0497,0.0007,0.585,0.33,0.493,121.869,182187,Minor
Coming Home,TooManyLeftHands,49,Coming Home,2019,Pop / Dance,pop,dance pop,0.694,0.712,F,-6.645,0.135,0.163,0.0,0.0841,0.515,116.019,186336,Minor
Boots,Greyson Chance,55,Boots,2019,Pop / Dance,pop,dance pop,0.44,0.666,G#/Ab,-4.852,0.0808,0.0473,5.84e-06,0.104,0.686,76.536,175628,Minor
Heading Home,Ludvigsson,49,Heading Home,2019,Pop / Dance,pop,dance pop,0.6,0.78,E,-5.196,0.0379,0.0314,0.0,0.116,0.437,122.038,189836,Major
Somebody Out There,Lost Kings,54,Somebody Out There,2019,Pop / Dance,pop,dance pop,0.716,0.664,C#/Db,-6.629,0.0396,0.0163,0.000795,0.212,0.356,101.997,218978,Major
Better Half of Me - R3HAB Remix,Tom Walker,45,Better Half of Me (R3HAB Remix),2019,Pop / Dance,pop,dance pop,0.497,0.814,D#/Eb,-4.548,0.058,0.00717,0.0,0.134,0.469,108.038,166013,Major
Say It Again,AJ Mitchell,62,Say It Again,2019,Pop / Dance,pop,dance pop,0.51,0.71,C#/Db,-7.516,0.0874,0.442,0.00025,0.0783,0.511,119.951,206930,Major
You & I,TRXD,50,You & I,2019,Pop / Dance,pop,dance pop,0.68,0.867,C#/Db,-6.054,0.0719,0.122,1.3e-05,0.0645,0.667,117.012,163077,Major
Alive,henrikz,37,Alive,2019,Pop / Dance,pop,dance pop,0.641,0.773,C,-5.329,0.0345,0.0134,6.99e-06,0.466,0.372,115.014,163842,Major
Amsterdam,Frans,44,Amsterdam,2019,Pop / Dance,pop,dance pop,0.845,0.673,E,-5.513,0.064,0.0792,1.47e-05,0.0878,0.914,109.993,177761,Minor
Cross My Heart,Hogland,53,Cross My Heart,2019,Pop / Dance,pop,dance pop,0.645,0.792,D#/Eb,-5.773,0.108,0.143,0.0,0.358,0.678,126.113,173810,Major
what happened,jayover,34,what happened,2019,Pop / Dance,pop,dance pop,0.713,0.652,E,-7.447,0.0583,0.175,0.0151,0.095,0.386,125.994,176310,Major
Ride It,Regard,94,Ride It,2019,Pop / Dance,pop,dance pop,0.88,0.751,G,-4.258,0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606,Minor
Thinkin Bout You,Jonasu,51,Thinkin Bout You,2019,Pop / Dance,pop,dance pop,0.727,0.782,C#/Db,-5.223,0.0487,0.229,0.0,0.188,0.82,112.083,151627,Minor
Summertime Love,Captain Cuts,55,Summertime Love,2019,Pop / Dance,pop,dance pop,0.713,0.85,F#/Gb,-4.744,0.0582,0.14,1.02e-05,0.174,0.672,121.981,143670,Major
LA & The Parties,Lost Kings,60,LA & The Parties,2019,Pop / Dance,pop,dance pop,0.543,0.883,A#/Bb,-4.247,0.065,0.0667,8.49e-05,0.156,0.523,157.815,165685,Major
Fallin',Sick Individuals,52,Fallin',2019,Pop / Dance,pop,dance pop,0.735,0.861,F,-3.751,0.0422,0.053,1.46e-05,0.104,0.458,114.043,209079,Minor
Tear Me Down (feat. Philip Rustad),Davai,57,Tear Me Down (feat. Philip Rustad),2019,Pop / Dance,pop,dance pop,0.72,0.817,B,-4.344,0.109,0.263,0.0,0.103,0.703,100.02,184500,Major
Perspective,AMAANDA,32,Perspective,2019,Pop / Dance,pop,dance pop,0.782,0.598,G,-7.955,0.224,0.592,0.0,0.242,0.383,114.932,148147,Major
Cali Girl,Papa Ya,40,Cali Girl,2019,Pop / Dance,pop,dance pop,0.74,0.711,G#/Ab,-4.388,0.0475,0.00478,0.0849,0.135,0.434,97.963,148163,Minor
Choir - Remix,Guy Sebastian,54,Choir (Remix),2019,Pop / Dance,pop,dance pop,0.71,0.574,F,-6.838,0.131,0.102,0.0,0.302,0.364,89.968,208520,Major
Cut to the Chase,Roman Müller,41,Cut to the Chase,2019,Pop / Dance,pop,dance pop,0.772,0.633,B,-6.231,0.0358,0.285,0.0,0.297,0.63,98.091,153673,Major
You Keep Calling,BAARD,42,You Keep Calling,2019,Pop / Dance,pop,dance pop,0.512,0.682,F,-6.763,0.0891,0.0461,1.46e-05,0.0742,0.598,111.967,199293,Minor
Motivation,Normani,83,Motivation,2019,Pop / Dance,pop,dance pop,0.599,0.887,E,-3.967,0.0984,0.0192,1.21e-06,0.3,0.881,170.918,193837,Major
Like I Love You - Small Talk Remix,Theresa Rex,40,Like I Love You (Remixes),2019,Pop / Dance,pop,dance pop,0.753,0.507,G#/Ab,-9.003,0.139,0.139,0.0,0.0819,0.67,111.984,165111,Minor
Punching in the Dark,Hellberg,52,Punching in the Dark,2019,Pop / Dance,pop,dance pop,0.676,0.621,C,-6.435,0.152,0.148,0.0,0.0795,0.369,109.995,191760,Major
One Thing Right,Marshmello,85,One Thing Right,2019,Pop / Dance,pop,dance pop,0.659,0.623,E,-2.253,0.0451,0.0667,0.0,0.582,0.439,88.042,181824,Major
Letting Go,Hogland,66,Letting Go,2019,Pop / Dance,pop,dance pop,0.667,0.635,F#/Gb,-5.924,0.0365,0.0534,0.0,0.0963,0.217,119.948,192089,Major
Don't Leave Me Lonely - Purple Disco Machine Remix,Mark Ronson,58,Don't Leave Me Lonely (Purple Disco Machine Remix),2019,Pop / Dance,pop,dance pop,0.81,0.763,G#/Ab,-6.48,0.0711,0.247,0.000799,0.0548,0.848,118.011,215593,Major
Hold On,Foxa,45,Hold On,2019,Pop / Dance,pop,dance pop,0.747,0.866,G,-4.409,0.0373,0.208,0.0627,0.0704,0.327,122.999,143415,Major
Try,Lost Kings,55,Try,2019,Pop / Dance,pop,dance pop,0.478,0.802,G,-5.043,0.0454,0.0725,0.0,0.136,0.36,200.0,185119,Minor
A Dream Is A Wish Your Heart Makes,Vinil,22,A Dream Is A Wish Your Heart Makes,2019,Pop / Dance,pop,dance pop,0.69,0.687,E,-6.084,0.0954,0.319,0.0,0.14,0.615,124.921,199375,Major
Lucky One (feat. ILY),Tom Ferry,47,Lucky One (feat. ILY),2019,Pop / Dance,pop,dance pop,0.695,0.772,G,-5.998,0.0643,0.0323,0.00133,0.147,0.342,124.058,188000,Minor
Closer,Haze & Mellow,38,Closer,2019,Pop / Dance,pop,dance pop,0.738,0.774,C#/Db,-6.42,0.0345,0.131,0.0,0.0931,0.207,99.996,162117,Major
Wannabe,Jonasu,51,Wannabe,2019,Pop / Dance,pop,dance pop,0.766,0.76,A#/Bb,-3.812,0.0875,0.251,1.67e-05,0.213,0.497,110.05,187636,Major
Sending Me You,henrikz,28,Sending Me You,2019,Pop / Dance,pop,dance pop,0.501,0.571,E,-7.775,0.167,0.0548,0.0,0.185,0.371,188.02,191509,Minor
Room for Two,Moe Aly,38,Room for Two,2019,Pop / Dance,pop,dance pop,0.387,0.693,A#/Bb,-7.865,0.0589,0.182,0.0,0.171,0.287,149.187,201612,Minor
Lost,End of the World,65,Lost,2019,Pop / Dance,pop,dance pop,0.713,0.729,G,-6.027,0.0308,0.00935,0.000106,0.0804,0.734,121.975,217493,Major
On A Roll,Ashley O,70,On A Roll,2019,Pop / Dance,pop,dance pop,0.737,0.81,F,-6.354,0.0896,0.077,0.0,0.0523,0.387,125.005,154448,Major
Calma - Alan Walker Remix,Pedro Capó,63,Calma (Alan Walker Remix),2019,Pop / Dance,pop,dance pop,0.811,0.601,D,-6.846,0.117,0.0973,0.0,0.059,0.577,127.082,193973,Major
Bad Look,Charming Horses,39,Bad Look,2019,Pop / Dance,pop,dance pop,0.69,0.785,C,-3.105,0.11,0.157,3.62e-06,0.155,0.889,102.044,157647,Minor
Here I Am (feat. Michael Shynes),Le P,35,Here I Am (feat. Michael Shynes),2019,Pop / Dance,pop,dance pop,0.69,0.616,C,-7.756,0.0303,0.417,0.0,0.228,0.333,103.018,212655,Major
Can't Say No (feat. PJZ),Alex Mattson,44,Can't Say No (feat. PJZ),2019,Pop / Dance,pop,dance pop,0.645,0.86,C,-5.694,0.055,0.0252,0.0,0.246,0.584,147.06,159039,Major
Somebody I'm Not,Davai,47,Somebody I'm Not,2019,Pop / Dance,pop,dance pop,0.751,0.416,C#/Db,-9.97,0.188,0.0413,0.0,0.132,0.324,101.962,214627,Minor
Nobody To Love,Out Of Sound,45,Nobody To Love,2018,Pop / Dance,pop,dance pop,0.649,0.782,C,-5.859,0.0635,0.127,0.0,0.11,0.323,102.023,155968,Minor
PAY ME BACK!,ILIRA,48,PAY ME BACK!,2019,Pop / Dance,pop,dance pop,0.79,0.81,A,-3.452,0.0612,0.0137,0.0,0.0755,0.607,120.092,188200,Major
Tusa,KAROL G,98,Tusa,2019,Todo Éxitos,pop,dance pop,0.803,0.715,D,-3.28,0.298,0.295,0.000134,0.0574,0.574,101.085,200960,Major
+,Aitana,81,+,2019,Todo Éxitos,pop,dance pop,0.561,0.666,G#/Ab,-4.243,0.0322,0.106,0.0,0.123,0.675,160.019,219367,Major
everything i wanted,Billie Eilish,97,everything i wanted,2019,Todo Éxitos,pop,dance pop,0.704,0.225,F#/Gb,-14.454,0.0994,0.902,0.657,0.106,0.243,120.006,245426,Minor
En Tus Planes,David Bisbal,66,En Tus Planes,2020,Todo Éxitos,pop,dance pop,0.813,0.78,B,-3.768,0.162,0.284,0.0,0.0351,0.79,92.014,172147,Minor
Alocao (With Bad Gyal),Omar Montes,82,Alocao (With Bad Gyal),2019,Todo Éxitos,pop,dance pop,0.673,0.752,B,-4.705,0.0567,0.214,1.53e-06,0.106,0.699,178.005,209320,Minor
A Dónde Vamos,Morat,77,A Dónde Vamos,2019,Todo Éxitos,pop,dance pop,0.627,0.608,C,-12.914,0.0364,0.00677,0.0,0.233,0.955,149.029,203102,Major
Morado,J Balvin,82,Morado,2020,Todo Éxitos,pop,dance pop,0.881,0.696,B,-3.838,0.0797,0.137,4.13e-05,0.0927,0.781,97.002,200667,Minor
Yummy,Justin Bieber,95,Yummy,2020,Todo Éxitos,pop,dance pop,0.662,0.519,A,-6.554,0.106,0.404,0.0,0.121,0.495,145.841,210427,Minor
Que Tire Pa Lante,Daddy Yankee,90,Que Tire Pa Lante,2019,Todo Éxitos,pop,dance pop,0.658,0.901,G,-2.814,0.0357,0.0478,0.0,0.12,0.708,93.979,210520,Major
