track_name,track_artist,track_popularity,track_album_name,track_album_release_date,playlist_name,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,mode_string
Love Me Like You - TYE Remix,The Young Escape,39,Love Me Like You (TYE Remix),2019,Christian Dance Party,pop,dance pop,0.399,0.762,C#/Db,-5.953,0.124,0.0345,7.41e-05,0.146,0.403,177.774,203000,Major
Throw Some D's Remix,Rich Boy,47,Rich Boy,2007,Southern Hip Hop,rap,southern hip hop,0.681,0.727,C#/Db,-5.086,0.323,0.0168,0.0,0.074,0.347,160.882,351053,Minor
Conjunction,CASIOPEA,0,Asian Dreamer,2010,City Pop 1985 シティーポップ,rock,album rock,0.58,0.761,G#/Ab,-11.003,0.0499,0.0751,0.41,0.0449,0.891,139.196,172160,Major
99 Red Balloons - Club Mix,Nena,64,Maxis & Mixes,2004,Permanent Wave CHDB,rock,permanent wave,0.578,0.423,E,-9.617,0.176,0.122,0.000869,0.118,0.397,96.529,281453,Major
Contagious,Sean Tizzle,31,Contagious,2019,Global X,latin,latin pop,0.83,0.673,G#/Ab,-6.179,0.0592,0.607,0.000222,0.679,0.815,112.994,195474,Minor
Sua Amiga Vai Querer,Funk-Se,35,Sua Amiga Vai Querer,2019,Trap Funk,rap,trap,0.946,0.52,G,-7.109,0.359,0.144,0.000215,0.0967,0.667,129.978,149538,Minor
Need to Swing,Emma Clair,34,Need to Swing,2019,Great Pops,latin,latin pop,0.952,0.917,B,-4.973,0.133,0.00449,0.297,0.0922,0.965,127.968,217800,Minor
Ya No Me Duele Más - Remix,Silvestre Dangond,48,Ya No Me Duele Más (Remix),2016,MIX LATIN POP°,latin,latin pop,0.746,0.889,F,-3.835,0.0434,0.188,0.0,0.127,0.829,98.038,218520,Major
Toda,Alex Rose,0,Toda,2017,Trap 2020 🔥,rap,trap,0.563,0.499,F,-7.849,0.114,0.407,1.1e-06,0.108,0.362,106.591,240000,Minor
Mercedes Boy - Single Remix Version,Pebbles,25,Greatest Hits: Pebbles,2000,New Jack Swing,r&b,new jack swing,0.685,0.854,A#/Bb,-7.085,0.0576,0.0326,0.0119,0.0616,0.968,114.914,234973,Minor
¿Y Por Que?,Danilo Parra,18,Mis Canciones,2014,Latin Pop antiguo,latin,latin pop,0.75,0.946,G,-3.602,0.172,0.139,0.0,0.0736,0.911,107.054,190664,Major
Overflow(変身),YonYon,34,Overflow(変身),2019,Best of 2019 Dance Pop: Japan,pop,dance pop,0.917,0.6,F#/Gb,-5.362,0.0483,0.296,0.00159,0.0469,0.659,120.001,240988,Major
Amantes - Versión Salsa,Greeicy,51,Amantes (Versión Salsa),2017,Paraiso Tropical,latin,tropical,0.769,0.714,E,-7.26,0.0366,0.272,0.0,0.08,0.792,96.992,244088,Minor
Ahora Te Puedes Marchar,Luis Miguel,77,Soy Como Quiero Ser,1987,Latin Pop Classics,latin,latin pop,0.78,0.877,F#/Gb,-3.683,0.0427,0.148,2.36e-06,0.0627,0.909,133.263,191973,Minor
10 (Alleen),Caza,40,10 (Alleen),2020,Global X,latin,latin pop,0.627,0.625,C,-7.525,0.0668,0.0542,9.81e-06,0.258,0.676,94.017,158125,Major
Gyalchester,Drake,70,More Life,2017,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",rap,southern hip hop,0.877,0.391,C#/Db,-8.196,0.063,0.0317,0.000502,0.0945,0.122,131.018,189230,Major
Styx - Original Mix,Harry Doe,30,Styx,2019,Techno House 2020 👽 Best Collection 👻 Top DJ’s Electronic Music - Deep House - Trance - Tech House - Dance - Electro Pop,edm,electro house,0.7,0.882,E,-9.55,0.0529,0.0206,0.862,0.081,0.243,129.995,238147,Major
Thing Called Love,Kevin Ross,57,Thing Called Love,2019,Neo-Soul,r&b,neo soul,0.674,0.415,A,-7.403,0.0709,0.3,0.0,0.0981,0.632,73.965,197463,Minor
Electronic Funeral,La Coka Nostra,26,Masters Of The Dark Arts,2012,Contemporary Hip Hop,rap,southern hip hop,0.392,0.898,G,-4.401,0.339,0.0662,0.0,0.116,0.545,83.933,213426,Minor
Don’t Give Up On Me Now (with Julie Bergan),R3HAB,63,Don’t Give Up On Me Now (with Julie Bergan),2019,Cardio,pop,dance pop,0.687,0.706,E,-5.357,0.0459,0.091,0.0,0.124,0.27,115.268,127826,Major
Travesuras - Remix,Nicky Jam,41,"Greatest Hits, Vol. 1",2014,Latin/Hip Hop/Dancehall/Soca,latin,latin hip hop,0.796,0.764,C#/Db,-5.667,0.0986,0.151,0.0,0.0789,0.869,94.018,286563,Major
All Eyez On Me,2Pac,75,All Eyez On Me,1996,Minitruckin Playlist,rap,southern hip hop,0.873,0.719,C#/Db,-5.948,0.248,0.03,0.0,0.333,0.858,93.281,307773,Major
Choosy (feat. Jeremih & Davido),Fabolous,64,Choosy,2019,Global X,latin,latin pop,0.734,0.635,G,-6.924,0.102,0.12,0.0,0.107,0.453,106.993,212400,Minor
DOOKOŁA BLOKÓW,Kabe,42,Albinos,2020,Generacja Hip Hop,rap,hip hop,0.659,0.671,A,-7.572,0.0502,0.0196,0.00839,0.124,0.498,115.0,144932,Major
You Are Everything,Dru Hill,0,Enter The Dru,1998,"Back in the day - R&B, New Jack Swing, Swingbeat, RNB..etc.",r&b,new jack swing,0.697,0.394,A,-6.24,0.0802,0.122,0.0,0.136,0.573,62.175,275267,Major
Indestructible,Disturbed,70,Indestructible (Deluxe Edition),2008,Badass Rock,rap,southern hip hop,0.429,0.966,G#/Ab,-4.605,0.0733,0.000209,0.124,0.371,0.525,179.956,278027,Major
HIGHEST IN THE ROOM,Travis Scott,94,HIGHEST IN THE ROOM,2019,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,pop,post-teen pop,0.598,0.427,G,-8.764,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721,Minor
We Will Not Go Quietly,Sixx:A.M.,30,We Will Not Go Quietly,2016,Hard Rock Workout,rock,hard rock,0.394,0.942,D,-4.192,0.134,0.000771,0.00746,0.772,0.488,182.095,260867,Minor
Lavish,WYLD,6,Lavish,2018,Christian Dance Party,pop,dance pop,0.662,0.582,G,-7.937,0.113,0.404,1.43e-05,0.192,0.599,99.904,204600,Major
Break the Rules - Tiësto Remix,Charli XCX,26,Break the Rules (Tiesto Remix),2014,big boom room — TOMORROWLAND EDC EDM BIG ROOM AMF ADE DANCE TRANCE HARDWELL TIESTO,edm,big room,0.668,0.982,G#/Ab,-2.46,0.0433,0.00032,0.114,0.253,0.415,127.984,265050,Major
Verden Vender,Branco,66,Verden Vender,2019,DK rap,rap,hip hop,0.711,0.623,F#/Gb,-8.617,0.0679,0.0256,0.0,0.399,0.46,119.965,181161,Minor
Worst Comes To Worst - Edited,Dilated Peoples,55,Expansion Team,2001,Southern California Hip Hop Primer,rap,southern hip hop,0.801,0.74,G#/Ab,-7.162,0.355,0.293,0.0,0.369,0.828,92.042,215973,Minor
Walls - Joris Voorn Remix,Yotto,58,Walls (Joris Voorn Remix),2019,Deep Electronic Music 2020 & Progressive House,edm,progressive electro house,0.554,0.83,G#/Ab,-5.82,0.0358,0.000376,0.851,0.363,0.331,122.99,220488,Major
Robarte un Beso,Carlos Vives,76,VIVES,2017,MIX LATIN POP°,latin,latin pop,0.742,0.858,A#/Bb,-4.946,0.0483,0.0826,0.0,0.364,0.64,95.049,194742,Major
I Am Machine,Three Days Grace,67,Human,2015,Workout Hard Rock,rock,hard rock,0.402,0.97,D,-4.538,0.0668,1.29e-05,2.62e-06,0.189,0.476,75.106,200147,Minor
Take You Down,ILLENIUM,57,Take You Down,2018,Pop EDM,edm,pop edm,0.285,0.694,B,-3.358,0.0482,0.511,0.000128,0.374,0.163,170.124,221294,Major
Someone,El DeBarge,42,El DeBarge,1986,The Sound of New Jack Swing,r&b,new jack swing,0.61,0.411,C#/Db,-13.247,0.0427,0.314,0.000186,0.0758,0.59,85.099,283400,Minor
Jaloux (feat. ATYPISK),Simsey,56,Jaloux (feat. ATYPISK),2020,DK rap,rap,hip hop,0.746,0.625,F,-3.989,0.117,0.116,0.0,0.0834,0.276,144.122,160617,Minor
No Sleep (feat. Bonn),Martin Garrix,76,No Sleep (feat. Bonn),2019,Dance Pop,pop,dance pop,0.44,0.635,B,-6.385,0.0326,0.129,0.0,0.121,0.327,128.133,207095,Major
Damn That Valley,U.S. Girls,40,Half Free,2015,Ultimate Indie Presents... Best Indie Tracks of the 2010s,pop,dance pop,0.396,0.887,A,-3.682,0.0563,5.1e-05,0.354,0.351,0.253,175.919,190387,Major
I Think I Love You Again,Aaron Taylor,53,The Long Way Home,2018,I Love My Neo-Soul,r&b,neo soul,0.763,0.325,G#/Ab,-7.311,0.0426,0.443,4.51e-06,0.113,0.383,64.949,220000,Minor
Another You [Mix Cut] - Mark Sixma Remix,Armin van Buuren,23,Hardwell presents Revealed volume 6,2015,big boom room — TOMORROWLAND EDC EDM BIG ROOM AMF ADE DANCE TRANCE HARDWELL TIESTO,edm,big room,0.55,0.893,B,-7.165,0.0883,0.00449,0.0155,0.111,0.211,127.958,243853,Minor
You Don't Have To Hurt No More,Mint Condition,33,The Best Of Mint Condition 20th Century Masters The Millennium Collection,2006,Neo Soul Music,r&b,neo soul,0.769,0.449,G#/Ab,-6.757,0.0282,0.0717,5.25e-05,0.0851,0.481,113.89,323027,Minor
Arab Trap 2 / Habibi,DJ KABOO,35,Arab Trap 2 / Habibi,2018,Arabic Trap,rap,trap,0.565,0.826,G,-7.115,0.0576,0.0196,0.129,0.0708,0.971,134.993,121574,Major
Falling For You,Anaesthesia,20,Falling For You,2020,Electro Posé - Discoveries,edm,electro house,0.75,0.561,F,-12.669,0.235,0.899,0.264,0.0799,0.698,85.039,138000,Major
Hands In The Air,8Ball,47,2 Fast 2 Furious (Soundtrack),2003,The Sound of Southern Hip Hop,rap,southern hip hop,0.751,0.862,G#/Ab,-3.113,0.112,0.195,0.0,0.137,0.906,80.005,252307,Minor
Pleasure,Baxter Dury,16,It's a Pleasure,2014,Electropop And Play,pop,electropop,0.62,0.678,G,-7.553,0.0364,0.063,0.854,0.233,0.719,159.172,142225,Major
Standing on the Verge of Getting It On,Funkadelic,38,Standing On The Verge Of Getting It On,1974,The 1950s/1960s/1970s/1980s/1990s/2000s/2010s with pop/r&b/soul/boogie/dance/jazz/hip hop/hop/rap.,r&b,urban contemporary,0.747,0.777,G#/Ab,-7.374,0.123,0.0582,0.0,0.339,0.757,116.142,307267,Major
Hit or Miss,Winter Havens,39,Hit or Miss,2020,HARD ROCK Vibes,rock,hard rock,0.819,0.548,C#/Db,-6.612,0.0734,0.00548,0.0,0.0983,0.283,120.042,172000,Major
I Surrender (Extended Mix),CAZZETTE,0,Eject pt. II,2012,Vocal House,edm,progressive electro house,0.751,0.577,E,-5.073,0.0677,0.00599,0.00278,0.084,0.187,128.001,390479,Minor
Beating Heart,Steal The City,30,Beating Heart,2017,Hard Rock Workout!,rock,hard rock,0.42,0.932,F,-6.477,0.0959,0.000191,0.0,0.115,0.386,169.885,256257,Minor
Pamiętnik EX,Young Igi,53,Pamiętnik EX,2019,Trap strefa,rap,trap,0.788,0.748,G,-5.231,0.0668,0.0639,0.0,0.0833,0.758,159.871,170353,Minor
Surprise Yourself - GRYFFIN x Manila Killa Remix,Jack Garratt,0,Surprise Yourself (Remixes),2016,EDM TROPICAL,latin,tropical,0.508,0.787,D#/Eb,-5.964,0.0497,0.167,0.0,0.112,0.297,102.876,195496,Major
If You Wouldn't Mind,2nd Exit,0,2nd Exit,2016,Saxophone in Hip Hop - R&B Lounge - Jazz Rap,r&b,neo soul,0.766,0.592,F,-9.894,0.296,0.658,0.0068,0.105,0.833,179.985,238499,Minor
Call The Law - Main Version - Explicit,OutKast,35,Idlewild,2006,This Is Janelle Monáe,pop,electropop,0.684,0.701,C#/Db,-6.849,0.328,0.044,0.00641,0.0628,0.709,199.985,291573,Major
Look into My Eyes,Brando,40,Look into My Eyes,2020,Dancefloor Beats,edm,big room,0.789,0.545,F#/Gb,-7.14,0.0538,0.122,4.62e-05,0.123,0.433,116.0,154654,Major
Ya No Estás Aquí,Kid Gallo,28,Ya No Estás Aquí,2019,Trap Luv,rap,trap,0.633,0.454,C#/Db,-12.203,0.046,0.0252,1.13e-06,0.302,0.285,160.131,207324,Major
Jimmy Neutron,ABG Neal,46,Cocaine Cowboy,2019,Gangster Rap,rap,gangster rap,0.83,0.791,F,-6.841,0.362,0.136,0.0,0.116,0.964,105.264,109367,Major
Please Come Home For Christmas,Charles Brown,7,Christmas Number 1's,2007,Christmas Soul,r&b,neo soul,0.485,0.301,E,-14.518,0.0336,0.755,8.14e-06,0.104,0.416,180.598,166573,Major
Who Dat Mad,Big Steve,9,Back To Back Hits (Woss Ness Presents),2000,3rd Coast Classics,rap,southern hip hop,0.762,0.565,G,-5.789,0.31,0.119,0.0,0.318,0.553,84.997,230240,Minor
Yo Soy Así,Funky,49,Más,2018,LATIN FLOW MIX - Música Cristiana🎵,latin,latin hip hop,0.727,0.899,C,-4.429,0.147,0.393,0.0,0.489,0.645,139.962,238711,Minor
Get Lost,DeejaVu,20,Get Lost,2019,Bounce United,edm,big room,0.691,0.556,G#/Ab,-12.112,0.225,0.524,0.00147,0.0734,0.174,128.005,194273,Minor
Childish Dreams,Misc.Inc,50,Childish Dreams,2018,Lofi Hip-Hop,rap,hip hop,0.621,0.152,A,-17.086,0.135,0.671,0.866,0.0725,0.0876,171.955,133953,Minor
Condenado Para el Millon,Paulo Londra,2,Condenado Para el Millon,2017,Trap Rewind,rap,trap,0.54,0.724,E,-5.276,0.28,0.00621,0.0,0.381,0.184,149.793,224170,Minor
Me Equivocaré,Antonio José,69,Me Equivocaré,2019,Todo Éxitos,pop,dance pop,0.563,0.729,D,-4.178,0.16,0.0623,0.0,0.0378,0.726,80.51,152722,Major
Cocktails,Syndrome,57,Idolz,2018,Lush Lofi,rap,hip hop,0.72,0.192,G,-15.78,0.038,0.927,0.96,0.082,0.631,145.911,101956,Minor
Say It's Gonna Rain,Will To Power,37,Will To Power,1988,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop,0.739,0.814,D#/Eb,-10.442,0.0435,0.00358,0.264,0.0476,0.868,121.51,232893,Minor
All For You,Night Riots,50,Love Gloom,2017,The Sound of Indie Poptimism,pop,indie poptimism,0.475,0.881,D,-3.207,0.0573,0.0103,2.54e-06,0.074,0.426,140.912,235334,Major
Turned Away,Chuckii Booker,33,Chuckii,1989,New Jack Swing/ R&B Hits: 1987 - 2002,r&b,new jack swing,0.434,0.833,F#/Gb,-9.018,0.048,0.0865,0.0486,0.117,0.786,189.645,343933,Major
Non Stop,Hansie,41,Non Stop,2017,🔥🦁 GOOD VIBES ONLY 🦁🔥 // BROEDERLIEFDE || FRENNA || BROEDERS || HENKIE T  || BIZZEY || POKE \\,latin,latin hip hop,0.827,0.649,A#/Bb,-5.157,0.356,0.298,6.63e-05,0.293,0.64,130.149,195989,Major
Before I Let You Go,Blackstreet,57,Blackstreet,1994,New Jack Swing/ R&B Hits: 1987 - 2002,r&b,new jack swing,0.67,0.468,C#/Db,-6.725,0.0328,0.325,0.0,0.0516,0.486,140.069,299800,Minor
Fluorescent Adolescent,Arctic Monkeys,66,Favourite Worst Nightmare (Standard Version),2007,Indie Poptimism,pop,indie poptimism,0.646,0.813,F#/Gb,-5.29,0.0288,0.00178,2.26e-05,0.144,0.821,112.115,173493,Minor
November,LemKuuja,0,CHEESECAKE+,2018,Japanese Funk/Soul/NEO/Jazz/Acid,r&b,neo soul,0.781,0.788,D,-5.965,0.202,0.00139,0.891,0.224,0.88,115.09,219712,Major
pager,schafter,60,audiotele,2019,Generacja Hip Hop,rap,hip hop,0.73,0.705,C,-7.154,0.287,0.2,0.0,0.331,0.632,84.959,127613,Major
Never Catch Me,Flying Lotus,60,You're Dead!,2014,Ultimate Indie Presents... Best Indie Tracks of the 2010s,pop,dance pop,0.526,0.936,G#/Ab,-4.576,0.263,0.316,0.000384,0.261,0.283,81.305,234487,Major
Tell Me What You Want Me to Do,Tevin Campbell,27,Rhino Hi-Five: Tevin Campbell,2005,New Jack Swing,r&b,new jack swing,0.609,0.551,F#/Gb,-7.93,0.0291,0.0233,0.0,0.234,0.512,127.956,256040,Major
Two Can Play That Game - Radio Edit,Bobby Brown,56,Two Can Play That Game,1992,"Back in the day - R&B, New Jack Swing, Swingbeat, RNB..etc.",r&b,new jack swing,0.609,0.905,C,-6.792,0.0307,0.0104,0.0,0.409,0.878,121.434,211800,Minor
Funeral March - Original Mix,Black Tiger Sex Machine,26,Funeral March,2015,Electro House 2020,edm,electro house,0.457,0.892,A,-5.628,0.0511,0.00271,0.852,0.102,0.217,180.068,248105,Minor
Armed Robbery,8Ball & MJG,33,Comin Out Hard,2015,90's Southern Hip Hop,rap,southern hip hop,0.783,0.438,G,-12.123,0.173,0.00318,0.000235,0.0508,0.781,89.921,282067,Major
Ayy Macarena,Tyga,91,Ayy Macarena,2019,indie poptimism🕺🏻,pop,indie poptimism,0.816,0.63,D,-5.568,0.226,0.133,0.0,0.0692,0.715,96.493,131607,Major
Get Stüpid,bülow,67,Crystalline,2019,a taste of the mainstream,pop,post-teen pop,0.843,0.797,B,-4.597,0.0419,0.202,0.000117,0.0822,0.613,109.973,172800,Minor
Pacul,Afro Bros,31,Pacul,2019,Latin Village 2019,latin,latin hip hop,0.532,0.421,C#/Db,-5.726,0.346,0.386,0.0,0.0817,0.489,200.095,134813,Major
Divine,Jay Rose,35,Divine,2019,The Edge of Indie Poptimism,pop,indie poptimism,0.889,0.416,C,-9.546,0.0443,0.606,6.97e-06,0.143,0.452,115.989,167507,Major
You Don't Have To Worry,Doris,36,You Don't Have To Worry,2015,Soul Coffee (The Best Neo-Soul Mixtape ever),r&b,neo soul,0.457,0.549,C#/Db,-5.354,0.03,0.157,0.0546,0.398,0.444,76.011,162181,Minor
Can't Get Enough - 2015 Remaster,Bad Company,56,Bad Company (Deluxe),1974,Classic Rock Workout,rock,classic rock,0.638,0.686,C,-9.876,0.0366,0.314,0.23,0.0678,0.766,126.045,256360,Major
MALDIVERNE (feat. KESI),Carmon,54,TÅLMODIGHED,2019,DK rap,rap,hip hop,0.685,0.698,B,-4.395,0.168,0.116,0.0,0.149,0.462,95.905,167540,Minor
Gooey,Glass Animals,7,ZABA,2014,Indie Poptimism!,pop,indie poptimism,0.482,0.373,B,-13.427,0.0447,0.729,3.79e-05,0.0927,0.105,183.051,289307,Minor
Stay Up,Gill Chang,43,Stay Up,2019,Trap Nation,rap,trap,0.72,0.823,E,-1.253,0.0526,0.394,0.0,0.144,0.184,119.969,203615,Minor
Good Times Roll,The Cars,60,The Cars,1978,Classic Rock Retrogamer,rock,classic rock,0.607,0.662,E,-9.456,0.0278,0.0951,8.27e-05,0.125,0.629,107.643,225853,Major
Ready or Not,Bridgit Mendler,68,Hello My Name Is...,2012,The Sound of Post-Teen Pop,pop,post-teen pop,0.715,0.872,D,-3.835,0.0509,0.00351,3.84e-05,0.107,0.748,93.043,200947,Major
Elements - Original Mix,Franky Rizardo,21,Elements (Incl. Hardwell & Dannic Remix),2012,Latin Village 2019,latin,latin hip hop,0.8,0.869,F,-4.3,0.0596,0.00144,0.82,0.036,0.237,123.987,423871,Minor
"I'm Bad, I'm Nationwide",ZZ Top,41,Deguello,1979,Southern Rock/Classic Rock,rock,classic rock,0.661,0.522,G,-13.05,0.0307,0.373,0.00058,0.0733,0.897,102.454,286573,Minor
I Feel It Too,Maiwan,5,I Feel It Too,2018,Tropical Vibes,latin,tropical,0.695,0.739,B,-10.701,0.0344,0.00655,0.43,0.372,0.443,114.998,225469,Minor
Get Up (Rattle) - Vocal Edit,Bingo Players,32,Diez Años De Mas Nescafé,2013,"Electrónica, Progressive House, Electro House y más 🎧",edm,progressive electro house,0.801,0.981,G,-2.74,0.0656,0.0217,5.3e-06,0.299,0.809,127.981,168133,Major
Peligrosa,J Balvin,66,Vibras,2018,Reggaeton Rewind,latin,reggaeton,0.769,0.759,F#/Gb,-4.393,0.051,0.0545,0.000628,0.101,0.68,105.993,202347,Minor
Stay,Zedd,79,Stay,2017,Dance Pop,pop,dance pop,0.69,0.622,F,-5.025,0.0622,0.253,0.0,0.116,0.544,102.04,210091,Minor
Stuntin' Like My Daddy,Birdman,0,10 Years Of Bling Vol. 2,2008,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.713,0.877,C#/Db,-6.65,0.0399,0.0101,0.0,0.0957,0.818,159.997,269200,Major
Higher (feat. Deronda K. Lewis),Twelve24,22,From the Ground Up,2015,CHRISTIAN ELECTRO / DANCE / EDM,edm,progressive electro house,0.753,0.832,A#/Bb,-8.218,0.0799,0.0186,0.000354,0.0414,0.781,126.999,206893,Minor
Ode To My Family,The Cranberries,69,No Need To Argue,1994,The Cranberries Best Of,rock,album rock,0.364,0.45,G,-10.117,0.0234,0.0593,1.65e-06,0.282,0.14,94.188,270707,Major
Carita Bonita,Erre XI,56,Luny Tunes Presents ERRE XI,2008,MIX LATIN POP°,latin,latin pop,0.777,0.911,E,-5.014,0.108,0.148,2.21e-06,0.327,0.83,101.989,254320,Minor
I Know What You Want (feat. Flipmode Squad),Busta Rhymes,66,It Ain't Safe No More. . .,2002,Oldschool Gangsta Rap 👑,rap,gangster rap,0.648,0.759,F#/Gb,-4.315,0.306,0.0142,0.0,0.648,0.518,85.996,324307,Major
High Hopes - Don Diablo Remix,Panic! At The Disco,60,High Hopes (Don Diablo Remix),2019,Cardio,pop,dance pop,0.59,0.888,F,-2.851,0.0765,0.0216,0.0,0.487,0.288,126.094,185714,Major
Safe and Sound,WUSA,45,Safe and Sound,2019,Tropical House 2020,latin,tropical,0.677,0.505,A#/Bb,-11.139,0.0278,0.141,0.718,0.125,0.358,110.008,202111,Major
The Launch,Nell Widmer,25,The Launch,2019,Electro Vibes,edm,electro house,0.856,0.625,C,-7.421,0.0726,0.0167,0.00704,0.114,0.42,119.97,207875,Major
Mister (feat. 21 Savage),Young Nudy,52,Mister (feat. 21 Savage),2019,Southern Hip Hop,rap,southern hip hop,0.767,0.593,G,-7.903,0.198,0.256,0.0,0.109,0.23,142.972,174707,Major
Don't Stop The Rock,Freestyle,39,Don't Stop The Rock,2007,Electropop And Play,pop,electropop,0.951,0.736,A#/Bb,-8.286,0.0599,0.098,0.000217,0.307,0.558,121.075,330693,Major
Wow. - Remix,Post Malone,72,Wow. (Remix),2019,Hip-Hop Favourites,rap,hip hop,0.797,0.64,B,-6.272,0.194,0.148,0.0,0.209,0.486,100.002,170053,Minor
Won't Stop Rocking,R3HAB,58,Won't Stop Rocking,2015,Big Room Beast,edm,big room,0.593,0.869,G,-3.454,0.0575,0.0945,0.00428,0.184,0.173,128.003,187500,Minor
Shotta Flow 2,NLE Choppa,70,Shotta Flow 2,2019,GANGSTA RAP,rap,gangster rap,0.746,0.527,C#/Db,-6.93,0.259,0.00388,0.0,0.296,0.392,131.792,132987,Major
Here If You Want (Pale Blue),MOSSS,56,Here If You Want (Pale Blue),2017,Indie/Jazz Poptimism,pop,indie poptimism,0.761,0.6,G,-7.348,0.0765,0.269,0.864,0.108,0.557,96.015,199036,Major
See The End - Nora En Pure Remix,Above & Beyond,50,See The End (Nora En Pure Remix),2019,Deep Electronic Music 2020 & Progressive House,edm,progressive electro house,0.585,0.865,E,-5.477,0.0517,0.021,0.0,0.172,0.277,125.02,220800,Minor
Raincoat - Ashworth Remix,Timeflies,37,Raincoat (Ashworth Remix),2017,Pop EDM Remixes,edm,pop edm,0.676,0.551,G,-8.004,0.0629,0.476,0.0,0.149,0.565,91.039,166700,Minor
Repórtense - Remastered 2016,Don Omar,44,King Of Kings 10th Anniversary (Remastered),2016,This Is: Don Omar,latin,reggaeton,0.771,0.881,E,-4.335,0.0909,0.0666,0.00127,0.306,0.536,94.015,210813,Minor
Used To,Drake,0,If You're Reading This It's Too Late,2015,Urban/Trap - Contemporary RAP,r&b,urban contemporary,0.926,0.427,A#/Bb,-7.584,0.107,0.0703,0.00033,0.0818,0.305,96.023,268480,Minor
All ‘Bout The Money,FAULHABER,51,All ‘Bout The Money,2019,Dance Room,pop,dance pop,0.721,0.779,F#/Gb,-4.239,0.0606,0.142,0.0,0.143,0.327,110.026,169964,Minor
Seaside Rendezvous - Remastered 2011,Queen,47,A Night At The Opera (2011 Remaster),1975,The Queen - La Discografia Completa,rock,album rock,0.459,0.699,C,-5.496,0.117,0.36,0.0,0.294,0.798,167.491,134120,Major
Shake It Up,The Cars,36,Complete Greatest Hits,2002,80s / Classic Rock,rock,classic rock,0.692,0.74,C,-7.466,0.0329,0.0723,8.83e-05,0.136,0.864,147.274,215440,Major
For Those About to Rock (We Salute You),AC/DC,58,For Those About to Rock (We Salute You),1981,Supernatural Classic Rock,rock,classic rock,0.371,0.917,E,-5.724,0.102,0.000367,0.422,0.49,0.477,133.553,344240,Major
Aprendiz,Ale Aguirre,37,Aprendiz,2019,Latin Pop Rising,latin,latin pop,0.376,0.354,D#/Eb,-7.927,0.0316,0.883,1.43e-05,0.11,0.227,74.868,231323,Minor
Work from Home (feat. Ty Dolla $ign),Fifth Harmony,78,7/27 (Deluxe),2016,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,pop,dance pop,0.803,0.585,G#/Ab,-5.861,0.0432,0.103,3.94e-06,0.0644,0.593,105.017,214480,Major
I Don't Care (with Justin Bieber) - Loud Luxury Remix,Ed Sheeran,66,I Don't Care (with Justin Bieber) [Loud Luxury Remix],2019,Pop Remix,pop,dance pop,0.748,0.916,F#/Gb,-2.634,0.0583,0.102,0.0,0.0653,0.518,122.036,194754,Major
How Many,W&W,51,How Many,2016,Big Room House | Festival Bangers,edm,big room,0.554,0.884,E,-3.548,0.108,0.04,0.000225,0.132,0.229,128.036,168250,Minor
Baby Boy (feat. Beyoncé ),Sean Paul,58,Dutty Rock,2002,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",latin,latin hip hop,0.658,0.621,C#/Db,-5.725,0.231,0.0667,2.46e-06,0.142,0.817,91.267,246707,Major
You're the Inspiration - 2006 Remaster,Chicago,72,Chicago 17 (Expanded & Remastered),1984,Michael Learns To Rock album,rock,album rock,0.583,0.602,B,-6.364,0.0274,0.368,0.0,0.22,0.388,74.008,229240,Major
No Lie - Sam Feldt Remix,Sean Paul,5,No Lie (Remixes),2017,Tropical House Remixes 🍍 Tropical Remixes & Tropical Covers,latin,tropical,0.812,0.85,C,-3.741,0.145,0.0799,0.0,0.17,0.544,115.028,172540,Major
eoh (Theis EZ Remix),Hallasen,33,eoh (Theis EZ Remix),2020,Bounce United,edm,big room,0.845,0.505,A#/Bb,-5.481,0.0516,0.0575,0.000424,0.0335,0.205,125.037,143095,Major
Happy Holiday,Faith Evans,37,A Faithful Christmas,2005,Christmas Soul,r&b,neo soul,0.303,0.582,C#/Db,-7.612,0.0474,0.131,0.0,0.489,0.432,74.814,319147,Major
Tyto,Okwen,37,Tyto,2019,Tropical Vibes,latin,tropical,0.832,0.756,F,-5.768,0.0575,0.57,0.792,0.261,0.143,118.012,222331,Major
Go Out,Lil Toe,39,Go Out,2018,Rap Party 24/7 Radio / Gangsta Rap,rap,gangster rap,0.747,0.505,B,-10.409,0.232,0.195,0.00449,0.12,0.434,149.872,120202,Major
Pursuit Of Happiness (Nightmare),Kid Cudi,43,Man On The Moon: The End Of Day,2009,Hip-Hop 'n RnB,rap,southern hip hop,0.632,0.579,C,-9.036,0.0386,0.511,5.09e-05,0.29,0.294,115.294,295293,Major
Turbo Killer,Carpenter Brut,0,TRILOGY,2017,Electropop And Play,pop,electropop,0.306,0.794,F,-1.657,0.0634,5.91e-05,0.0801,0.3,0.302,147.163,208973,Minor
